INDEX,RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,POINTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,TOURNAMENT NAME,SEASON,WEEK NUMBER
25417,T60,,John Huh,1,8,0,0,,,Farmers Insurance Open,2013,4
25418,T60,T37,Doug LaBelle II,1,8,0,0,,,Farmers Insurance Open,2013,4
25419,T60,T27,Tom Gillis,1,8,0,0,,,Farmers Insurance Open,2013,4
25420,T60,,Trevor Immelman,1,8,0,0,,,Farmers Insurance Open,2013,4
25421,T60,T47,Martin Laird,1,8,0,0,,,Farmers Insurance Open,2013,4
25422,T60,T27,Jeff Overton,1,8,0,0,,,Farmers Insurance Open,2013,4
25423,T60,,Matt Every,1,8,0,0,,,Farmers Insurance Open,2013,4
25424,T60,,Michael Letzig,1,8,0,0,,,Farmers Insurance Open,2013,4
25425,T68,T65,Luke List,1,2,0,0,,,Farmers Insurance Open,2013,4
25426,T68,T27,Daniel Summerhays,1,2,0,0,,,Farmers Insurance Open,2013,4
25427,T68,,Robert Karlsson,1,2,0,0,,,Farmers Insurance Open,2013,4
25428,T68,,Mike Weir,1,2,0,0,,,Farmers Insurance Open,2013,4
25429,T68,T16,Bryce Molder,1,2,0,0,,,Farmers Insurance Open,2013,4
25430,T73,,Scott Gardiner,1,1,0,0,,,Farmers Insurance Open,2013,4
25431,T73,T37,Justin Hicks,1,1,0,0,,,Farmers Insurance Open,2013,4
25432,T73,,Will Claxton,1,1,0,0,,,Farmers Insurance Open,2013,4
25433,T73,T63,Colt Knost,1,1,0,0,,,Farmers Insurance Open,2013,4
25434,T73,T65,Harris English,1,1,0,0,,,Farmers Insurance Open,2013,4
25435,T78,T4,James Hahn,1,1,0,0,,,Farmers Insurance Open,2013,4
25436,T78,,Michael Thompson,1,1,0,0,,,Farmers Insurance Open,2013,4
25437,T78,,John Mallinger,1,1,0,0,,,Farmers Insurance Open,2013,4
25438,T78,T27,Bo Van Pelt,1,1,0,0,,,Farmers Insurance Open,2013,4
25439,T78,T37,Justin Leonard,1,1,0,0,,,Farmers Insurance Open,2013,4
25440,T78,,Neal Lancaster,1,1,0,0,,,Farmers Insurance Open,2013,4
25441,T84,,Steve LeBrun,1,1,0,0,,,Farmers Insurance Open,2013,4
25442,T84,T72,D.H. Lee,1,1,0,0,,,Farmers Insurance Open,2013,4
25443,86,T27,Sangmoon Bae,1,1,0,0,,,Farmers Insurance Open,2013,4
25444,1,T29,Brian Gay,1,500,1,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25445,T2,T3,Charles Howell III,1,245,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25446,T2,T29,David Lingmerth,1,245,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25447,T4,T63,James Hahn,1,123,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25448,T4,,Scott Stallings,1,123,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25449,T6,T39,Nicholas Thompson,1,95,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25450,T6,62,Ryan Palmer,1,95,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25451,T8,68,Jason Kokrak,1,83,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25452,T8,,Kevin Chappell,1,83,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25453,T10,,Richard Lee,1,64,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25454,T10,T5,Brian Stuard,1,64,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25455,T10,T52,Billy Horschel,1,64,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25456,T10,T24,Kevin Streelman,1,64,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25457,T10,,Charley Hoffman,1,64,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25458,T10,,Stewart Cink,1,64,0,1,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25459,T16,,Bob Estes,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25460,T16,T18,John Rollins,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25461,T16,,Bryce Molder,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25462,T16,,Robert Garrigus,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25463,T16,T18,Ricky Barnes,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25464,T16,T5,Matt Kuchar,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25465,T16,69,Robert Streb,1,52,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25466,T23,T24,Jimmy Walker,1,47,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25467,T23,,Brandt Snedeker,1,47,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25468,T23,T13,Matt Jones,1,47,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25469,T23,,Zach Johnson,1,47,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25470,T27,,Bo Van Pelt,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25471,T27,,Geoff Ogilvy,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25472,T27,,Aaron Baddeley,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25473,T27,,Tom Gillis,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25474,T27,,Kevin Stadler,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25475,T27,,Daniel Summerhays,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25476,T27,54,Sangmoon Bae,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25477,T27,8,Jeff Overton,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25478,T27,T63,Fabian Gomez,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25479,T27,,Luke Guthrie,1,40,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25480,T37,T13,Justin Hicks,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25481,T37,,Cameron Tringale,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25482,T37,,Bud Cauley,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25483,T37,,Roberto Castro,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25484,T37,T47,Lee Williams,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25485,T37,,Johnson Wagner,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25486,T37,T34,Justin Leonard,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25487,T37,T18,Stephen Ames,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25488,T37,,Phil Mickelson,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25489,T37,T47,Doug LaBelle II,1,30,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25490,T47,T52,Brendon de Jonge,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25491,T47,T47,Jeff Maggert,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25492,T47,,Jerry Kelly,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25493,T47,,Greg Chalmers,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25494,T47,,Camilo Villegas,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25495,T47,,Lucas Glover,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25496,T47,T55,Carl Pettersson,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25497,T47,T63,Steven Bowditch,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25498,T47,,Martin Laird,1,20,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25499,T56,,Brendan Steele,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25500,T56,,William McGirt,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25501,T56,,Ross Fisher,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25502,T56,,D.J. Trahan,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25503,T56,,Darron Stiles,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25504,T56,,Tag Ridings,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25505,T56,1,Russell Henley,1,12,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25506,T63,,D.A. Points,1,8,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25507,T63,,Colt Knost,1,8,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25508,T65,T34,Brad Fritsch,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25509,T65,,Graham DeLaet,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25510,T65,,Luke List,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25511,T65,,Boo Weekley,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25512,T65,T24,John Senden,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25513,T65,,Stuart Appleby,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25514,T65,T9,Harris English,1,3,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25515,T72,T55,Shawn Stefani,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25516,T72,T39,David Mathis,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25517,T72,T34,Alistair Presnell,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25518,T72,T47,D.H. Lee,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25519,T76,,Jason Bohn,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25520,T76,T24,Charlie Wi,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25521,T76,,Michael Bradley,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25522,T79,,David Toms,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25523,T79,T39,Ben Kohles,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25524,81,,Greg Owen,1,1,0,0,,,Humana Challenge in partnership with the Clinton Foundation,2013,3
25525,1,,Russell Henley,1,500,1,1,,,Sony Open in Hawaii,2013,2
25526,2,,Tim Clark,1,300,0,1,,,Sony Open in Hawaii,2013,2
25527,T3,,Charles Howell III,1,163,0,1,,,Sony Open in Hawaii,2013,2
25528,T3,,Scott Langley,1,163,0,1,,,Sony Open in Hawaii,2013,2
25529,T5,,Chris Kirk,1,100,0,1,,,Sony Open in Hawaii,2013,2
25530,T5,,Brian Stuard,1,100,0,1,,,Sony Open in Hawaii,2013,2
25531,T5,T9,Matt Kuchar,1,100,0,1,,,Sony Open in Hawaii,2013,2
25532,8,,Jeff Overton,1,85,0,1,,,Sony Open in Hawaii,2013,2
25533,T9,T23,Marc Leishman,1,73,0,1,,,Sony Open in Hawaii,2013,2
25534,T9,,Harris English,1,73,0,1,,,Sony Open in Hawaii,2013,2
25535,T9,,Pat Perez,1,73,0,1,,,Sony Open in Hawaii,2013,2
25536,T9,,Dicky Pride,1,73,0,1,,,Sony Open in Hawaii,2013,2
25537,T13,,Scott Gardiner,1,54,0,0,,,Sony Open in Hawaii,2013,2
25538,T13,,Justin Hicks,1,54,0,0,,,Sony Open in Hawaii,2013,2
25539,T13,T13,Scott Piercy,1,54,0,0,,,Sony Open in Hawaii,2013,2
25540,T13,,Matt Jones,1,54,0,0,,,Sony Open in Hawaii,2013,2
25541,T13,,Josh Teater,1,54,0,0,,,Sony Open in Hawaii,2013,2
25542,T18,T11,Webb Simpson,1,49,0,0,,,Sony Open in Hawaii,2013,2
25543,T18,,Y.E. Yang,1,49,0,0,,,Sony Open in Hawaii,2013,2
25544,T18,,Ricky Barnes,1,49,0,0,,,Sony Open in Hawaii,2013,2
25545,T18,,John Rollins,1,49,0,0,,,Sony Open in Hawaii,2013,2
25546,T18,,Stephen Ames,1,49,0,0,,,Sony Open in Hawaii,2013,2
25547,T18,,Vijay Singh,1,49,0,0,,,Sony Open in Hawaii,2013,2
25548,T24,,Tim Herron,1,43,0,0,,,Sony Open in Hawaii,2013,2
25549,T24,,Charlie Wi,1,43,0,0,,,Sony Open in Hawaii,2013,2
25550,T24,,John Senden,1,43,0,0,,,Sony Open in Hawaii,2013,2
25551,T24,,Jimmy Walker,1,43,0,0,,,Sony Open in Hawaii,2013,2
25552,T24,,Kevin Streelman,1,43,0,0,,,Sony Open in Hawaii,2013,2
25553,T29,,David Hearn,1,38,0,0,,,Sony Open in Hawaii,2013,2
25554,T29,T18,John Huh,1,38,0,0,,,Sony Open in Hawaii,2013,2
25555,T29,,David Lingmerth,1,38,0,0,,,Sony Open in Hawaii,2013,2
25556,T29,,Erik Compton,1,38,0,0,,,Sony Open in Hawaii,2013,2
25557,T29,,Brian Gay,1,38,0,0,,,Sony Open in Hawaii,2013,2
25558,T34,,Justin Leonard,1,33,0,0,,,Sony Open in Hawaii,2013,2
25559,T34,,Alistair Presnell,1,33,0,0,,,Sony Open in Hawaii,2013,2
25560,T34,T28,George McNeill,1,33,0,0,,,Sony Open in Hawaii,2013,2
25561,T34,T6,Tommy Gainey,1,33,0,0,,,Sony Open in Hawaii,2013,2
25562,T34,,Brad Fritsch,1,33,0,0,,,Sony Open in Hawaii,2013,2
25563,T39,,Peter Tomasulo,1,27,0,0,,,Sony Open in Hawaii,2013,2
25564,T39,,Ben Kohles,1,27,0,0,,,Sony Open in Hawaii,2013,2
25565,T39,,Nicholas Thompson,1,27,0,0,,,Sony Open in Hawaii,2013,2
25566,T39,,Henrik Norlander,1,27,0,0,,,Sony Open in Hawaii,2013,2
25567,T39,,David Mathis,1,27,0,0,,,Sony Open in Hawaii,2013,2
25568,T39,,Chad Campbell,1,27,0,0,,,Sony Open in Hawaii,2013,2
25569,T39,,Bart Bryant,1,27,0,0,,,Sony Open in Hawaii,2013,2
25570,T39,,Russ Cochran,1,27,0,0,,,Sony Open in Hawaii,2013,2
25571,T47,,Jeff Maggert,1,20,0,0,,,Sony Open in Hawaii,2013,2
25572,T47,,Doug LaBelle II,1,20,0,0,,,Sony Open in Hawaii,2013,2
25573,T47,T4,Keegan Bradley,1,20,0,0,,,Sony Open in Hawaii,2013,2
25574,T47,,D.H. Lee,1,20,0,0,,,Sony Open in Hawaii,2013,2
25575,T47,,Lee Williams,1,20,0,0,,,Sony Open in Hawaii,2013,2
25576,T52,,Billy Horschel,1,16,0,0,,,Sony Open in Hawaii,2013,2
25577,T52,,Brendon de Jonge,1,16,0,0,,,Sony Open in Hawaii,2013,2
25578,54,,Sangmoon Bae,1,13,0,0,,,Sony Open in Hawaii,2013,2
25579,T55,,Steve Marino,1,9,0,0,,,Sony Open in Hawaii,2013,2
25580,T55,,Shawn Stefani,1,9,0,0,,,Sony Open in Hawaii,2013,2
25581,T55,,Derek Ernst,1,9,0,0,,,Sony Open in Hawaii,2013,2
25582,T55,8,Carl Pettersson,1,9,0,0,,,Sony Open in Hawaii,2013,2
25583,T55,,Rory Sabbatini,1,9,0,0,,,Sony Open in Hawaii,2013,2
25584,T55,,Cameron Percy,1,9,0,0,,,Sony Open in Hawaii,2013,2
25585,T55,,Dean Wilson,1,9,0,0,,,Sony Open in Hawaii,2013,2
25586,62,,Ryan Palmer,1,5,0,0,,,Sony Open in Hawaii,2013,2
25587,T63,,Steven Bowditch,1,2,0,0,,,Sony Open in Hawaii,2013,2
25588,T63,,Morgan Hoffmann,1,2,0,0,,,Sony Open in Hawaii,2013,2
25589,T63,,James Hahn,1,2,0,0,,,Sony Open in Hawaii,2013,2
25590,T63,,Fabian Gomez,1,2,0,0,,,Sony Open in Hawaii,2013,2
25591,T63,30,Kyle Stanley,1,2,0,0,,,Sony Open in Hawaii,2013,2
25592,68,,Jason Kokrak,1,1,0,0,,,Sony Open in Hawaii,2013,2
25593,69,,Robert Streb,1,1,0,0,,,Sony Open in Hawaii,2013,2
25594,70,,John Daly,1,1,0,0,,,Sony Open in Hawaii,2013,2
25595,1,,Dustin Johnson,1,500,1,1,,,Hyundai Tournament of Champions,2013,1
25596,2,,Steve Stricker,1,300,0,1,,,Hyundai Tournament of Champions,2013,1
25597,3,,Brandt Snedeker,1,190,0,1,,,Hyundai Tournament of Champions,2013,1
25598,T4,,Bubba Watson,1,123,0,1,,,Hyundai Tournament of Champions,2013,1
25599,T4,,Keegan Bradley,1,123,0,1,,,Hyundai Tournament of Champions,2013,1
25600,T6,,Rickie Fowler,1,95,0,1,,,Hyundai Tournament of Champions,2013,1
25601,T6,,Tommy Gainey,1,95,0,1,,,Hyundai Tournament of Champions,2013,1
25602,8,,Carl Pettersson,1,85,0,1,,,Hyundai Tournament of Champions,2013,1
25603,T9,,Matt Kuchar,1,78,0,1,,,Hyundai Tournament of Champions,2013,1
25604,T9,,Ian Poulter,1,78,0,1,,,Hyundai Tournament of Champions,2013,1
25605,T11,,Mark Wilson,1,68,0,0,,,Hyundai Tournament of Champions,2013,1
25606,T11,,Webb Simpson,1,68,0,0,,,Hyundai Tournament of Champions,2013,1
25607,T13,,Scott Stallings,1,56,0,0,,,Hyundai Tournament of Champions,2013,1
25608,T13,,J.J. Henry,1,56,0,0,,,Hyundai Tournament of Champions,2013,1
25609,T13,,Scott Piercy,1,56,0,0,,,Hyundai Tournament of Champions,2013,1
25610,T13,,Johnson Wagner,1,56,0,0,,,Hyundai Tournament of Champions,2013,1
25611,T13,,Nick Watney,1,56,0,0,,,Hyundai Tournament of Champions,2013,1
25612,T18,,Jonas Blixt,1,51,0,0,,,Hyundai Tournament of Champions,2013,1
25613,T18,,Jason Dufner,1,51,0,0,,,Hyundai Tournament of Champions,2013,1
25614,T18,,Zach Johnson,1,51,0,0,,,Hyundai Tournament of Champions,2013,1
25615,T18,,Ben Curtis,1,51,0,0,,,Hyundai Tournament of Champions,2013,1
25616,T18,,John Huh,1,51,0,0,,,Hyundai Tournament of Champions,2013,1
25617,T23,,Charlie Beljan,1,47,0,0,,,Hyundai Tournament of Champions,2013,1
25618,T23,,Marc Leishman,1,47,0,0,,,Hyundai Tournament of Champions,2013,1
25619,T23,,Bill Haas,1,47,0,0,,,Hyundai Tournament of Champions,2013,1
25620,T26,,Hunter Mahan,1,45,0,0,,,Hyundai Tournament of Champions,2013,1
25621,T26,,"Ted Potter, Jr.",1,45,0,0,,,Hyundai Tournament of Champions,2013,1
25622,T28,,Ryan Moore,1,43,0,0,,,Hyundai Tournament of Champions,2013,1
25623,T28,,George McNeill,1,43,0,0,,,Hyundai Tournament of Champions,2013,1
25624,30,,Kyle Stanley,1,41,0,0,,,Hyundai Tournament of Champions,2013,1
25625,1,1,Rory McIlroy,1,"2,500",1,1,,,BMW Championship,2012,40
25626,T2,T4,Phil Mickelson,1,"1,250",0,1,,,BMW Championship,2012,40
25627,T2,T13,Lee Westwood,1,"1,250",0,1,,,BMW Championship,2012,40
25628,T4,3,Tiger Woods,1,650,0,1,,,BMW Championship,2012,40
25629,T4,T42,Robert Garrigus,1,650,0,1,,,BMW Championship,2012,40
25630,T6,T7,Adam Scott,1,475,0,1,,,BMW Championship,2012,40
25631,T6,T4,Dustin Johnson,1,475,0,1,,,BMW Championship,2012,40
25632,8,T26,Vijay Singh,1,425,0,1,,,BMW Championship,2012,40
25633,9,T13,Jim Furyk,1,400,0,1,,,BMW Championship,2012,40
25634,T10,T26,Bo Van Pelt,1,363,0,1,,,BMW Championship,2012,40
25635,T10,T10,Ryan Moore,1,363,0,1,,,BMW Championship,2012,40
25636,T12,,Bubba Watson,1,298,0,0,,,BMW Championship,2012,40
25637,T12,T35,Chris Kirk,1,298,0,0,,,BMW Championship,2012,40
25638,T12,T47,Zach Johnson,1,298,0,0,,,BMW Championship,2012,40
25639,T12,T47,Ian Poulter,1,298,0,0,,,BMW Championship,2012,40
25640,T16,,Justin Rose,1,258,0,0,,,BMW Championship,2012,40
25641,T16,T39,Greg Chalmers,1,258,0,0,,,BMW Championship,2012,40
25642,T16,59,Padraig Harrington,1,258,0,0,,,BMW Championship,2012,40
25643,T16,T26,Tom Gillis,1,258,0,0,,,BMW Championship,2012,40
25644,T16,T13,Seung-Yul Noh,1,258,0,0,,,BMW Championship,2012,40
25645,T16,T51,John Huh,1,258,0,0,,,BMW Championship,2012,40
25646,T16,2,Louis Oosthuizen,1,258,0,0,,,BMW Championship,2012,40
25647,T16,T20,Troy Matteson,1,258,0,0,,,BMW Championship,2012,40
25648,T24,,Sergio Garcia,1,233,0,0,,,BMW Championship,2012,40
25649,T24,,Ben Curtis,1,233,0,0,,,BMW Championship,2012,40
25650,T26,T13,Steve Stricker,1,223,0,0,,,BMW Championship,2012,40
25651,T26,T69,Kevin Na,1,223,0,0,,,BMW Championship,2012,40
25652,T28,T26,Luke Donald,1,203,0,0,,,BMW Championship,2012,40
25653,T28,T18,Jason Dufner,1,203,0,0,,,BMW Championship,2012,40
25654,T28,T47,Charl Schwartzel,1,203,0,0,,,BMW Championship,2012,40
25655,T28,T26,Ernie Els,1,203,0,0,,,BMW Championship,2012,40
25656,T28,T51,Geoff Ogilvy,1,203,0,0,,,BMW Championship,2012,40
25657,T28,T60,Brendon de Jonge,1,203,0,0,,,BMW Championship,2012,40
25658,T34,T74,Graeme McDowell,1,180,0,0,,,BMW Championship,2012,40
25659,T34,T39,J.B. Holmes,1,180,0,0,,,BMW Championship,2012,40
25660,T34,T42,Kyle Stanley,1,180,0,0,,,BMW Championship,2012,40
25661,T37,6,Brandt Snedeker,1,163,0,0,,,BMW Championship,2012,40
25662,T37,,Graham DeLaet,1,163,0,0,,,BMW Championship,2012,40
25663,T37,T64,Scott Piercy,1,163,0,0,,,BMW Championship,2012,40
25664,T37,T42,Bob Estes,1,163,0,0,,,BMW Championship,2012,40
25665,T41,,Charlie Wi,1,143,0,0,,,BMW Championship,2012,40
25666,T41,,Ben Crane,1,143,0,0,,,BMW Championship,2012,40
25667,T41,T74,Brian Harman,1,143,0,0,,,BMW Championship,2012,40
25668,T41,T74,Rickie Fowler,1,143,0,0,,,BMW Championship,2012,40
25669,T45,T51,Johnson Wagner,1,118,0,0,,,BMW Championship,2012,40
25670,T45,T20,Nick Watney,1,118,0,0,,,BMW Championship,2012,40
25671,T45,T10,Kevin Stadler,1,118,0,0,,,BMW Championship,2012,40
25672,T45,,Ryan Palmer,1,118,0,0,,,BMW Championship,2012,40
25673,T45,T26,Pat Perez,1,118,0,0,,,BMW Championship,2012,40
25674,T45,T35,Bill Haas,1,118,0,0,,,BMW Championship,2012,40
25675,T51,T35,Matt Every,1,95,0,0,,,BMW Championship,2012,40
25676,T51,T7,Jeff Overton,1,95,0,0,,,BMW Championship,2012,40
25677,T51,T18,Webb Simpson,1,95,0,0,,,BMW Championship,2012,40
25678,T54,T35,Matt Kuchar,1,83,0,0,,,BMW Championship,2012,40
25679,T54,T26,Charley Hoffman,1,83,0,0,,,BMW Championship,2012,40
25680,T56,12,John Senden,1,70,0,0,,,BMW Championship,2012,40
25681,T56,T20,D.A. Points,1,70,0,0,,,BMW Championship,2012,40
25682,T56,T57,Bud Cauley,1,70,0,0,,,BMW Championship,2012,40
25683,T59,T13,Keegan Bradley,1,55,0,0,,,BMW Championship,2012,40
25684,T59,,Tim Clark,1,55,0,0,,,BMW Championship,2012,40
25685,T59,T20,Dicky Pride,1,55,0,0,,,BMW Championship,2012,40
25686,T62,T66,Mark Wilson,1,43,0,0,,,BMW Championship,2012,40
25687,T62,,Martin Laird,1,43,0,0,,,BMW Championship,2012,40
25688,64,T51,Jimmy Walker,1,35,0,0,,,BMW Championship,2012,40
25689,T65,T26,David Hearn,1,28,0,0,,,BMW Championship,2012,40
25690,T65,T42,Marc Leishman,1,28,0,0,,,BMW Championship,2012,40
25691,67,9,Bryce Molder,1,20,0,0,,,BMW Championship,2012,40
25692,68,T26,William McGirt,1,15,0,0,,,BMW Championship,2012,40
25693,69,T57,Carl Pettersson,1,10,0,0,,,BMW Championship,2012,40
25694,70,T39,Hunter Mahan,1,5,0,0,,,BMW Championship,2012,40
25695,1,,Rory McIlroy,1,"2,500",1,1,,,Deutsche Bank Championship,2012,39
25696,2,,Louis Oosthuizen,1,"1,500",0,1,,,Deutsche Bank Championship,2012,39
25697,3,,Tiger Woods,1,"1,000",0,1,,,Deutsche Bank Championship,2012,39
25698,T4,,Phil Mickelson,1,650,0,1,,,Deutsche Bank Championship,2012,39
25699,T4,,Dustin Johnson,1,650,0,1,,,Deutsche Bank Championship,2012,39
25700,6,,Brandt Snedeker,1,500,0,1,,,Deutsche Bank Championship,2012,39
25701,T7,,Jeff Overton,1,438,0,1,,,Deutsche Bank Championship,2012,39
25702,T7,,Adam Scott,1,438,0,1,,,Deutsche Bank Championship,2012,39
25703,9,,Bryce Molder,1,400,0,1,,,Deutsche Bank Championship,2012,39
25704,T10,,Ryan Moore,1,363,0,1,,,Deutsche Bank Championship,2012,39
25705,T10,,Kevin Stadler,1,363,0,1,,,Deutsche Bank Championship,2012,39
25706,12,,John Senden,1,325,0,0,,,Deutsche Bank Championship,2012,39
25707,T13,,Lee Westwood,1,282,0,0,,,Deutsche Bank Championship,2012,39
25708,T13,,Steve Stricker,1,282,0,0,,,Deutsche Bank Championship,2012,39
25709,T13,,Jim Furyk,1,282,0,0,,,Deutsche Bank Championship,2012,39
25710,T13,,Seung-Yul Noh,1,282,0,0,,,Deutsche Bank Championship,2012,39
25711,T13,,Keegan Bradley,1,282,0,0,,,Deutsche Bank Championship,2012,39
25712,T18,,Webb Simpson,1,263,0,0,,,Deutsche Bank Championship,2012,39
25713,T18,,Jason Dufner,1,263,0,0,,,Deutsche Bank Championship,2012,39
25714,T20,,Jonas Blixt,1,243,0,0,,,Deutsche Bank Championship,2012,39
25715,T20,,John Merrick,1,243,0,0,,,Deutsche Bank Championship,2012,39
25716,T20,,Nick Watney,1,243,0,0,,,Deutsche Bank Championship,2012,39
25717,T20,,Troy Matteson,1,243,0,0,,,Deutsche Bank Championship,2012,39
25718,T20,,Dicky Pride,1,243,0,0,,,Deutsche Bank Championship,2012,39
25719,T20,,D.A. Points,1,243,0,0,,,Deutsche Bank Championship,2012,39
25720,T26,,Pat Perez,1,205,0,0,,,Deutsche Bank Championship,2012,39
25721,T26,,Luke Donald,1,205,0,0,,,Deutsche Bank Championship,2012,39
25722,T26,,Bo Van Pelt,1,205,0,0,,,Deutsche Bank Championship,2012,39
25723,T26,,Charley Hoffman,1,205,0,0,,,Deutsche Bank Championship,2012,39
25724,T26,,Vijay Singh,1,205,0,0,,,Deutsche Bank Championship,2012,39
25725,T26,,Tom Gillis,1,205,0,0,,,Deutsche Bank Championship,2012,39
25726,T26,,Ernie Els,1,205,0,0,,,Deutsche Bank Championship,2012,39
25727,T26,,David Hearn,1,205,0,0,,,Deutsche Bank Championship,2012,39
25728,T26,,William McGirt,1,205,0,0,,,Deutsche Bank Championship,2012,39
